RowNumber,ProductNumber,CoverDate,Title,Url,Version,PublicationDate
1006,"IF11393","12/19/2019","Stock Buybacks: Concerns over Debt-Financing and Long-Term Investing ","https://crsreports.congress.gov/product/pdf/download/IF/IF11393/IF11393.pdf/","2","12/19/2019"
1007,"R42686","12/19/2019","U.S. Foreign-Trade Zones: Background and Issues for Congress","https://crsreports.congress.gov/product/pdf/download/R/R42686/R42686.pdf/","26","08/29/2012"
1008,"IF11387","12/19/2019","USMCA: Motor Vehicle Provisions and Issues","https://crsreports.congress.gov/product/pdf/download/IF/IF11387/IF11387.pdf/","4","12/13/2019"
1009,"IF11395","12/18/2019","Changes to India's Citizenship Laws","https://crsreports.congress.gov/product/pdf/download/IF/IF11395/IF11395.pdf/","1","12/19/2019"
1010,"IF10530","12/18/2019","Defense Primer: Military Health System","https://crsreports.congress.gov/product/pdf/download/IF/IF10530/IF10530.pdf/","8","12/06/2016"
1011,"IF11295","12/18/2019","Hong Kong's Protests of 2019","https://crsreports.congress.gov/product/pdf/download/IF/IF11295/IF11295.pdf/","6","08/16/2019"
1012,"R45106","12/18/2019","Medicare and Budget Sequestration","https://crsreports.congress.gov/product/pdf/download/R/R45106/R45106.pdf/","7","02/16/2018"
1013,"R46132","12/18/2019","U.S. Farm Income Outlook: November 2019 Forecast ","https://crsreports.congress.gov/product/pdf/download/R/R46132/R46132.pdf/","2","12/18/2019"
1014,"R45017","12/17/2019","Flood Resilience and Risk Reduction: Federal Assistance and Programs","https://crsreports.congress.gov/product/pdf/download/R/R45017/R45017.pdf/","11","11/13/2017"
1015,"RS22373","12/17/2019","Navy Irregular Warfare and Counterterrorism Operations: Background and Issues for Congress","https://crsreports.congress.gov/product/pdf/download/RS/RS22373/RS22373.pdf/","126","02/06/2006"
1016,"RL33741","12/17/2019","Navy Littoral Combat Ship (LCS) Program: Background and Issues for Congress","https://crsreports.congress.gov/product/pdf/download/RL/RL33741/RL33741.pdf/","257","12/04/2006"
1017,"IF11260","12/17/2019","Smart Cars and Trucks: Spectrum Use for Vehicle Safety","https://crsreports.congress.gov/product/pdf/download/IF/IF11260/IF11260.pdf/","2","06/28/2019"
1018,"R46129","12/17/2019","The Presidential Records Act: An Overview","https://crsreports.congress.gov/product/pdf/download/R/R46129/R46129.pdf/","5","12/17/2019"
1019,"R46118","12/17/2019","The SBA Pre-Disaster Loan Pilot Program: Considerations for Congress and Policy Options","https://crsreports.congress.gov/product/pdf/download/R/R46118/R46118.pdf/","4","12/13/2019"
1020,"IF11149","12/16/2019","Dairy Provisions in USMCA","https://crsreports.congress.gov/product/pdf/download/IF/IF11149/IF11149.pdf/","5","03/26/2019"
1021,"IF11389","12/16/2019","FDA Regulation of Laboratory-Developed Tests (LDTs)","https://crsreports.congress.gov/product/pdf/download/IF/IF11389/IF11389.pdf/","1","12/17/2019"
1022,"IF10177","12/16/2019","The Committee on Foreign Investment in the United States","https://crsreports.congress.gov/product/pdf/download/IF/IF10177/IF10177.pdf/","20","04/10/2015"
1023,"IF10619","12/16/2019","The U.S. Trade Deficit: An Overview","https://crsreports.congress.gov/product/pdf/download/IF/IF10619/IF10619.pdf/","7","03/17/2017"
1024,"LSB10385","12/16/2019","The WTO's Appellate Body Loses Its Quorum: Is This the Beginning of the End for the 'Rules-Based Trading System'? ","https://crsreports.congress.gov/product/pdf/download/LSB/LSB10385/LSB10385.pdf/","2","12/16/2019"
1025,"TE10044","12/16/2019","U.S. Counterterrorism Priorities and Challenges in Africa","https://crsreports.congress.gov/product/pdf/download/TE/TE10044/TE10044.pdf/","1","12/17/2019"
1026,"RL30023","12/13/2019","Federal Employees' Retirement System: Budget and Trust Fund Issues","https://crsreports.congress.gov/product/pdf/download/RL/RL30023/RL30023.pdf/","29","05/24/2004"
1027,"IF10236","12/13/2019","Laos","https://crsreports.congress.gov/product/pdf/download/IF/IF10236/IF10236.pdf/","5","06/05/2015"
1028,"R46116","12/12/2019","Surprise Billing in Private Health Insurance: Overview and Federal Policy Considerations","https://crsreports.congress.gov/product/pdf/download/R/R46116/R46116.pdf/","4","12/12/2019"
1029,"R46117","12/12/2019","TEACH Grants: A Primer","https://crsreports.congress.gov/product/pdf/download/R/R46117/R46117.pdf/","3","12/12/2019"
1030,"IF11390","12/12/2019","Thailand: 2019 Elections, Issues, and Outlook for Congress","https://crsreports.congress.gov/product/pdf/download/IF/IF11390/IF11390.pdf/","1","12/18/2019"
1031,"IF11384","12/12/2019","The Trump Administration's Prosper Africa Initiative","https://crsreports.congress.gov/product/pdf/download/IF/IF11384/IF11384.pdf/","2","12/12/2019"
1032,"IF11385","12/12/2019","The Uniformed Services University of the Health Sciences ","https://crsreports.congress.gov/product/pdf/download/IF/IF11385/IF11385.pdf/","2","12/12/2019"
1033,"LSB10376","12/11/2019","An Army of Many: Veterans' Benefits Class Actions in the U.S. Court of Appeals for Veterans Claims","https://crsreports.congress.gov/product/pdf/download/LSB/LSB10376/LSB10376.pdf/","3","12/05/2019"
1034,"LSB10063","12/11/2019","Congress Considers Making it Harder to File for Bankruptcy in New York or Delaware","https://crsreports.congress.gov/product/pdf/download/LSB/LSB10063/LSB10063.pdf/","4","01/18/2018"
1035,"LSB10383","12/11/2019","Religious Speech and Advertising: Current Circuit Split and its Implications for Congress","https://crsreports.congress.gov/product/pdf/download/LSB/LSB10383/LSB10383.pdf/","2","12/11/2019"
1036,"LSB10384","12/11/2019","The Congressional Accountability Act of 1995 Reform Act: An Overview","https://crsreports.congress.gov/product/pdf/download/LSB/LSB10384/LSB10384.pdf/","1","12/11/2019"
1037,"IN11116","12/11/2019","The Inter-American Treaty of Reciprocal Assistance and the Crisis in Venezuela","https://crsreports.congress.gov/product/pdf/download/IN/IN11116/IN11116.pdf/","8","05/14/2019"
1038,"LSB10348","12/11/2019","To Fee or Not to Fee: Supreme Court to Consider Attorneys' Fees in Patent Disputes","https://crsreports.congress.gov/product/pdf/download/LSB/LSB10348/LSB10348.pdf/","2","10/03/2019"
1039,"R46110","12/10/2019","Defining Active Ingredient: The U.S. Food and Drug Administration's Legal Interpretation of Regulatory Exclusivities","https://crsreports.congress.gov/product/pdf/download/R/R46110/R46110.pdf/","1","12/11/2019"
1040,"LSB10382","12/10/2019","Revising the Volcker Rule: Section 203 and Section 204 of the Economic Growth, Regulatory Relief, and Consumer Protection Act","https://crsreports.congress.gov/product/pdf/download/LSB/LSB10382/LSB10382.pdf/","1","12/11/2019"
1041,"IF11388","12/10/2019","U.S.-South Korea Alliance: Issues for Congress","https://crsreports.congress.gov/product/pdf/download/IF/IF11388/IF11388.pdf/","1","12/13/2019"
1042,"IN10997","12/9/2019","Activities-Based Regulation and Systemic Risk","https://crsreports.congress.gov/product/pdf/download/IN/IN10997/IN10997.pdf/","7","11/20/2018"
1043,"R46109","12/9/2019","Agency-Related Nonprofit Research Foundations and Corporations","https://crsreports.congress.gov/product/pdf/download/R/R46109/R46109.pdf/","2","12/10/2019"
1044,"IN11118","12/9/2019","Army Corps of Engineers: Section 7001 Annual Report on Future Studies and Projects","https://crsreports.congress.gov/product/pdf/download/IN/IN11118/IN11118.pdf/","2","05/16/2019"
1045,"IF10606","12/9/2019","Dam Safety: Federal Programs and Authorities","https://crsreports.congress.gov/product/pdf/download/IF/IF10606/IF10606.pdf/","7","02/22/2017"
1046,"R46108","12/9/2019","Demand for Broadband in Rural Areas: Implications for Universal Access","https://crsreports.congress.gov/product/pdf/download/R/R46108/R46108.pdf/","3","12/09/2019"
1047,"R46111","12/9/2019","Medicaid Eligibility: Older Adults and Individuals with Disabilities","https://crsreports.congress.gov/product/pdf/download/R/R46111/R46111.pdf/","3","12/11/2019"
1048,"IF11383","12/9/2019","Repurchase Agreements (Repos): A Primer","https://crsreports.congress.gov/product/pdf/download/IF/IF11383/IF11383.pdf/","2","12/09/2019"
1049,"IN11206","12/9/2019","Uruguay's 2019 Elections","https://crsreports.congress.gov/product/pdf/download/IN/IN11206/IN11206.pdf/","1","12/09/2019"
1050,"LSB10381","12/6/2019","Court Battle for Fintech Bank Charters to Continue","https://crsreports.congress.gov/product/pdf/download/LSB/LSB10381/LSB10381.pdf/","1","12/11/2019"
1051,"IN11205","12/6/2019","Designating Mexican Drug Cartels as Foreign Terrorists: Policy Implications","https://crsreports.congress.gov/product/pdf/download/IN/IN11205/IN11205.pdf/","3","12/06/2019"
1052,"IF10645","12/6/2019","Dispute Settlement in the WTO and U.S. Trade Agreements","https://crsreports.congress.gov/product/pdf/download/IF/IF10645/IF10645.pdf/","5","05/01/2017"
1053,"R46106","12/6/2019","Misuse of Government Purchase Cards: Background, Legislation, and Analysis","https://crsreports.congress.gov/product/pdf/download/R/R46106/R46106.pdf/","1","12/06/2019"
1054,"R40860","12/6/2019","Small Business Size Standards: A Historical Analysis of Contemporary Issues","https://crsreports.congress.gov/product/pdf/download/R/R40860/R40860.pdf/","90","10/15/2009"
1055,"IF10002","12/6/2019","The World Trade Organization ","https://crsreports.congress.gov/product/pdf/download/IF/IF10002/IF10002.pdf/","21","11/28/2014"
1056,"R44604","12/6/2019","Trends in the Timing and Size of DHS Appropriations: In Brief","https://crsreports.congress.gov/product/pdf/download/R/R44604/R44604.pdf/","15","08/25/2016"
1057,"R41610","12/6/2019","Wilderness: Issues and Legislation","https://crsreports.congress.gov/product/pdf/download/R/R41610/R41610.pdf/","58","01/26/2011"
1058,"R45417","12/6/2019","World Trade Organization: Overview and Future Direction","https://crsreports.congress.gov/product/pdf/download/R/R45417/R45417.pdf/","8","11/29/2018"
1059,"R45310","12/5/2019","Farm Policy: USDA's 2018 Trade Aid Package","https://crsreports.congress.gov/product/pdf/download/R/R45310/R45310.pdf/","22","09/12/2018"
1060,"R46014","12/5/2019","FEMA Individual Assistance Programs: An Overview","https://crsreports.congress.gov/product/pdf/download/R/R46014/R46014.pdf/","4","11/20/2019"
1061,"IF11008","12/5/2019","Head Start: Overview and Current Issues","https://crsreports.congress.gov/product/pdf/download/IF/IF11008/IF11008.pdf/","4","10/24/2018"
1062,"RS21282","12/5/2019","Military Service Records, Awards, and Unit Histories: A Guide to Locating Sources","https://crsreports.congress.gov/product/pdf/download/RS/RS21282/RS21282.pdf/","21","05/19/2005"
1063,"R41456","12/5/2019","SBA Small Business Investment Company Program","https://crsreports.congress.gov/product/pdf/download/R/R41456/R41456.pdf/","83","10/19/2010"
1064,"IF10115","12/5/2019","Social Services Block Grant","https://crsreports.congress.gov/product/pdf/download/IF/IF10115/IF10115.pdf/","7","02/03/2015"
1065,"R46105","12/5/2019","Supreme Court Criminal Law Decisions: 2019","https://crsreports.congress.gov/product/pdf/download/R/R46105/R46105.pdf/","2","12/05/2019"
1066,"IF11380","12/5/2019","Turkey, the PKK, and U.S. Involvement: A Chronology","https://crsreports.congress.gov/product/pdf/download/IF/IF11380/IF11380.pdf/","1","12/05/2019"
1067,"RL33546","12/4/2019","Jordan: Background and U.S. Relations","https://crsreports.congress.gov/product/pdf/download/RL/RL33546/RL33546.pdf/","77","07/14/2006"
1068,"RS21513","12/4/2019","Kuwait: Governance, Security, and U.S. Policy","https://crsreports.congress.gov/product/pdf/download/RS/RS21513/RS21513.pdf/","126","11/05/2004"
1069,"R46096","12/4/2019","Leveraged Lending and Collateralized Loan Obligations: Frequently Asked Questions","https://crsreports.congress.gov/product/pdf/download/R/R46096/R46096.pdf/","2","12/04/2019"
1070,"IF11379","12/4/2019","Medical Product Innovation and Regulation: Benefits and Risks ","https://crsreports.congress.gov/product/pdf/download/IF/IF11379/IF11379.pdf/","1","12/05/2019"
1071,"R46097","12/4/2019","Military Families and Intimate Partner Violence: Background and Issues for Congress","https://crsreports.congress.gov/product/pdf/download/R/R46097/R46097.pdf/","2","12/04/2019"
1072,"IF10213","12/4/2019","Sri Lanka","https://crsreports.congress.gov/product/pdf/download/IF/IF10213/IF10213.pdf/","11","04/28/2015"
1073,"LSB10374","12/4/2019","Supreme Court to Address No-Appeal Provision for Patent Challenges","https://crsreports.congress.gov/product/pdf/download/LSB/LSB10374/LSB10374.pdf/","1","12/05/2019"
1074,"IF10018","12/4/2019","Trade Remedies: Antidumping and Countervailing Duties","https://crsreports.congress.gov/product/pdf/download/IF/IF10018/IF10018.pdf/","5","12/05/2014"
1075,"R45483","12/4/2019","Women in National Governments Around the Globe: Fact Sheet","https://crsreports.congress.gov/product/pdf/download/R/R45483/R45483.pdf/","3","02/01/2019"
1076,"LSB10373","12/3/2019","Congressional Subpoenas of Presidential Advisers: The Impact of Committee on the Judiciary v. McGahn","https://crsreports.congress.gov/product/pdf/download/LSB/LSB10373/LSB10373.pdf/","2","12/04/2019"
1077,"IF11281","12/3/2019","National Park Service Affiliated Areas: An Overview","https://crsreports.congress.gov/product/pdf/download/IF/IF11281/IF11281.pdf/","5","08/05/2019"
1078,"R42812","12/3/2019","National Statuary Hall Collection: Background and Legislative Options","https://crsreports.congress.gov/product/pdf/download/R/R42812/R42812.pdf/","29","11/06/2012"
1079,"IF11377","12/3/2019","Qualified Charitable Distributions from Individual Retirement Accounts","https://crsreports.congress.gov/product/pdf/download/IF/IF11377/IF11377.pdf/","2","12/04/2019"
1080,"LSB10379","12/3/2019","Tobacco, Opioids, and Global Settlements: Considerations for Congress","https://crsreports.congress.gov/product/pdf/download/LSB/LSB10379/LSB10379.pdf/","1","12/11/2019"
1081,"IF11378","12/3/2019","Veterans Health Administration: Behavioral Health Services","https://crsreports.congress.gov/product/pdf/download/IF/IF11378/IF11378.pdf/","1","12/05/2019"
1082,"IN11203","12/2/2019","Amazon Protest of the Department of Defense's JEDI Cloud Contract Award to Microsoft","https://crsreports.congress.gov/product/pdf/download/IN/IN11203/IN11203.pdf/","19","11/25/2019"
1083,"LSB10375","12/2/2019","Immigration Detainers: Background and Recent Legal Developments ","https://crsreports.congress.gov/product/pdf/download/LSB/LSB10375/LSB10375.pdf/","1","12/05/2019"
1084,"R43217","12/2/2019","Remittances: Background and Issues for Congress","https://crsreports.congress.gov/product/pdf/download/R/R43217/R43217.pdf/","14","09/09/2013"
1085,"R44760","12/2/2019","State Innovation Waivers: Frequently Asked Questions","https://crsreports.congress.gov/product/pdf/download/R/R44760/R44760.pdf/","19","02/09/2017"
1086,"IF10261","12/2/2019","U.S. Agency for International Development: An Overview","https://crsreports.congress.gov/product/pdf/download/IF/IF10261/IF10261.pdf/","7","07/22/2015"
1087,"R43813","11/29/2019","Colombia: Background and U.S. Relations","https://crsreports.congress.gov/product/pdf/download/R/R43813/R43813.pdf/","25","12/08/2014"
1088,"IF11374","11/29/2019","Industrial Loan Companies and Fintech in Banking ","https://crsreports.congress.gov/product/pdf/download/IF/IF11374/IF11374.pdf/","68","11/29/2019"
1089,"IF11376","11/29/2019","The Foreign Claims Settlement Commission of the United States","https://crsreports.congress.gov/product/pdf/download/IF/IF11376/IF11376.pdf/","1","12/02/2019"
1090,"R46067","11/27/2019","Department of Defense First Agency-wide Financial Audit (FY2018): Background and Issues for Congress","https://crsreports.congress.gov/product/pdf/download/R/R46067/R46067.pdf/","2","11/27/2019"
1091,"LSB10372","11/27/2019","Expired Authority?: Federal Court Suggests Some Limits to the President's Authority to Impose Tariffs","https://crsreports.congress.gov/product/pdf/download/LSB/LSB10372/LSB10372.pdf/","2","12/04/2019"
1092,"IF11373","11/27/2019","Financial Services for Marijuana Businesses","https://crsreports.congress.gov/product/pdf/download/IF/IF11373/IF11373.pdf/","30","11/27/2019"
1093,"IF10778","11/27/2019","Overview of the Steam Electric Power Generator Effluent Limitation Guidelines and Standards","https://crsreports.congress.gov/product/pdf/download/IF/IF10778/IF10778.pdf/","3","11/17/2017"
1094,"R41268","11/27/2019","Small Business Administration HUBZone Program","https://crsreports.congress.gov/product/pdf/download/R/R41268/R41268.pdf/","127","06/03/2010"
1095,"LSB10366","11/27/2019","Supreme Court to Review Constitutionality of the CFPB ","https://crsreports.congress.gov/product/pdf/download/LSB/LSB10366/LSB10366.pdf/","1","11/27/2019"
1096,"LSB10367","11/27/2019","The CASE Act of 2019: Establishing a Small-Claims Process for Copyright Disputes","https://crsreports.congress.gov/product/pdf/download/LSB/LSB10367/LSB10367.pdf/","1","11/27/2019"
1097,"IF11372","11/27/2019","Uranium Enrichment Decontamination and Decommissioning Fund: Status and Funding Issues","https://crsreports.congress.gov/product/pdf/download/IF/IF11372/IF11372.pdf/","1","11/27/2019"
1098,"R46061","11/27/2019","Voluntary Testimony by Executive Branch Officials: An Introduction","https://crsreports.congress.gov/product/pdf/download/R/R46061/R46061.pdf/","5","11/27/2019"
1099,"IF11268","11/27/2019","Zimbabwe: A Continuing Crisis","https://crsreports.congress.gov/product/pdf/download/IF/IF11268/IF11268.pdf/","6","07/12/2019"
1100,"IN10890","11/26/2019","Closing the Flood Insurance Gap","https://crsreports.congress.gov/product/pdf/download/IN/IN10890/IN10890.pdf/","10","04/24/2018"
1101,"R45865","11/26/2019","Farm Policy: USDA's 2019 Trade Aid Package","https://crsreports.congress.gov/product/pdf/download/R/R45865/R45865.pdf/","8","08/12/2019"
1102,"R44710","11/26/2019","Military Construction: Authorities, Process, and Frequently Asked Questions","https://crsreports.congress.gov/product/pdf/download/R/R44710/R44710.pdf/","10","12/14/2016"
1103,"R45701","11/26/2019","Selected Homeland Security Issues in the 116th Congress","https://crsreports.congress.gov/product/pdf/download/R/R45701/R45701.pdf/","13","04/23/2019"
1104,"IF10231","11/26/2019","Tracking Federal Awards in States and Congressional Districts Using USAspending.gov","https://crsreports.congress.gov/product/pdf/download/IF/IF10231/IF10231.pdf/","12","05/27/2015"
1105,"R44027","11/26/2019","Tracking Federal Awards: USAspending.gov and Other Data Sources","https://crsreports.congress.gov/product/pdf/download/R/R44027/R44027.pdf/","59","05/13/2015"
1106,"IF10397","11/25/2019","International Climate Change Assistance: Budget Authority, FY2009-FY2019","https://crsreports.congress.gov/product/pdf/download/IF/IF10397/IF10397.pdf/","9","04/25/2016"
1107,"R45546","11/25/2019","Management of the Colorado River: Water Allocations, Drought, and the Federal Role","https://crsreports.congress.gov/product/pdf/download/R/R45546/R45546.pdf/","11","03/01/2019"
1108,"LSB10365","11/25/2019","Overview of the Opioid Litigation and Related Settlements and Settlement Proposals","https://crsreports.congress.gov/product/pdf/download/LSB/LSB10365/LSB10365.pdf/","1","11/26/2019"
1109,"IN11204","11/25/2019","The Schedule I Status of Marijuana","https://crsreports.congress.gov/product/pdf/download/IN/IN11204/IN11204.pdf/","1","11/25/2019"
1110,"R45774","11/25/2019","Transportation, Housing and Urban Development, and Related Agencies (THUD) Appropriations for FY2020: In Brief","https://crsreports.congress.gov/product/pdf/download/R/R45774/R45774.pdf/","14","06/18/2019"
1111,"R40076","11/22/2019","Congressional Commissions: Overview and Considerations for Congress","https://crsreports.congress.gov/product/pdf/download/R/R40076/R40076.pdf/","22","12/19/2008"
1112,"IF11263","11/22/2019","Defense Primer: Military Installations Management","https://crsreports.congress.gov/product/pdf/download/IF/IF11263/IF11263.pdf/","6","07/03/2019"
1113,"IF11371","11/22/2019","Firearms-Related Appropriations Riders","https://crsreports.congress.gov/product/pdf/download/IF/IF11371/IF11371.pdf/","2","11/22/2019"
1114,"LSB10364","11/22/2019","Reducing Harm or Enabling Substance Abuse? Supervised Injection Sites Under Federal Drug Law","https://crsreports.congress.gov/product/pdf/download/LSB/LSB10364/LSB10364.pdf/","1","11/22/2019"
1115,"R45178","11/21/2019","Artificial Intelligence and National Security","https://crsreports.congress.gov/product/pdf/download/R/R45178/R45178.pdf/","7","04/26/2018"
1116,"RL33003","11/21/2019","Egypt: Background and U.S. Relations","https://crsreports.congress.gov/product/pdf/download/RL/RL33003/RL33003.pdf/","108","07/25/2005"
1117,"IF10762","11/21/2019","Green Climate Fund: Resource Mobilization, Recent Projects","https://crsreports.congress.gov/product/pdf/download/IF/IF10762/IF10762.pdf/","10","10/25/2017"
1118,"R45875","11/21/2019","Interior, Environment, and Related Agencies: Overview of FY2020 Appropriations","https://crsreports.congress.gov/product/pdf/download/R/R45875/R45875.pdf/","5","08/20/2019"
1119,"IF11056","11/21/2019","Prescription Drug Importation","https://crsreports.congress.gov/product/pdf/download/IF/IF11056/IF11056.pdf/","4","12/21/2018"
1120,"R45725","11/21/2019","Shipping Under the Jones Act: Legislative and Regulatory Background","https://crsreports.congress.gov/product/pdf/download/R/R45725/R45725.pdf/","5","05/17/2019"
1121,"R46016","11/20/2019","Democracy in Latin America and the Caribbean: A Compilation of Selected Indices","https://crsreports.congress.gov/product/pdf/download/R/R46016/R46016.pdf/","3","11/20/2019"
1122,"IF11368","11/20/2019","Expansion of Benefits to Blue Water Navy Vietnam Veterans","https://crsreports.congress.gov/product/pdf/download/IF/IF11368/IF11368.pdf/","2","11/20/2019"
1123,"IF11370","11/20/2019","Health and Pension Benefits for United Mine Workers of America Retirees: Recent Legislation","https://crsreports.congress.gov/product/pdf/download/IF/IF11370/IF11370.pdf/","2","11/22/2019"
1124,"IF11366","11/20/2019","Health and Pension Benefits for United Mine Workers of America Retirees: Recent Legislation","https://crsreports.congress.gov/product/pdf/download/IF/IF11366/IF11366.pdf/","2","11/20/2019"
1125,"R46013","11/20/2019","Impeachment and the Constitution","https://crsreports.congress.gov/product/pdf/download/R/R46013/R46013.pdf/","4","11/20/2019"
1126,"IF11237","11/20/2019","Israel and the Palestinians: Chronology of a Two-State Solution","https://crsreports.congress.gov/product/pdf/download/IF/IF11237/IF11237.pdf/","3","05/31/2019"
1127,"R45145","11/20/2019","Overview of the Federal Tax System in 2019","https://crsreports.congress.gov/product/pdf/download/R/R45145/R45145.pdf/","8","03/29/2018"
1128,"R45087","11/20/2019","Resolutions to Censure the President: Procedure and History","https://crsreports.congress.gov/product/pdf/download/R/R45087/R45087.pdf/","13","02/02/2018"
1129,"R45071","11/20/2019","SBA Office of the National Ombudsman: Overview, History, and Current Issues","https://crsreports.congress.gov/product/pdf/download/R/R45071/R45071.pdf/","13","01/10/2018"
1130,"R45732","11/20/2019","The Federal Tort Claims Act (FTCA): A Legal Overview","https://crsreports.congress.gov/product/pdf/download/R/R45732/R45732.pdf/","4","05/21/2019"
1131,"R46015","11/20/2019","The POWER Initiative: Energy Transition as Economic Development","https://crsreports.congress.gov/product/pdf/download/R/R46015/R46015.pdf/","6","11/20/2019"
1132,"IF10954","11/19/2019","Air Force OA-X Light Attack Aircraft Program","https://crsreports.congress.gov/product/pdf/download/IF/IF10954/IF10954.pdf/","3","08/23/2018"
1133,"R46012","11/19/2019","Immigration: Recent Apprehension Trends at the U.S. Southwest Border","https://crsreports.congress.gov/product/pdf/download/R/R46012/R46012.pdf/","3","11/19/2019"
1134,"LSB10363","11/19/2019","Is a TSA Screener a 'Law Enforcement Officer'? Court Allows Lawsuit Against United States to Proceed ","https://crsreports.congress.gov/product/pdf/download/LSB/LSB10363/LSB10363.pdf/","2","11/18/2019"
1135,"IN11200","11/19/2019","The Regional Comprehensive Economic Partnership: Status and Recent Developments","https://crsreports.congress.gov/product/pdf/download/IN/IN11200/IN11200.pdf/","2","11/19/2019"
1136,"IN11021","11/18/2019","Homeland Security Research and Development: Homeland Security Issues in the 116th Congress","https://crsreports.congress.gov/product/pdf/download/IN/IN11021/IN11021.pdf/","8","01/18/2019"
1137,"IN11202","11/18/2019","Liquefied Natural Gas by Rail: Policy Issues ","https://crsreports.congress.gov/product/pdf/download/IN/IN11202/IN11202.pdf/","2","11/22/2019"
1138,"IF11365","11/18/2019","U.S. Court of Appeals for Veterans Claims: A Brief Introduction","https://crsreports.congress.gov/product/pdf/download/IF/IF11365/IF11365.pdf/","2","11/18/2019"
1139,"IN11199","11/15/2019","Big Data in Financial Services: Privacy and Security Regulation","https://crsreports.congress.gov/product/pdf/download/IN/IN11199/IN11199.pdf/","2","11/18/2019"
1140,"IF11363","11/15/2019","Processing Aliens at the U.S.-Mexico Border: Recent Policy Changes","https://crsreports.congress.gov/product/pdf/download/IF/IF11363/IF11363.pdf/","1","11/15/2019"
1141,"R40913","11/15/2019","Renewable Energy and Energy Efficiency Incentives: A Summary of Federal Programs","https://crsreports.congress.gov/product/pdf/download/R/R40913/R40913.pdf/","27","11/13/2009"
1142,"IF11362","11/14/2019","Defense Primer: Arlington National Cemetery","https://crsreports.congress.gov/product/pdf/download/IF/IF11362/IF11362.pdf/","2","11/14/2019"
1143,"LSB10362","11/14/2019","Immigration Arrests in the Interior of the United States: A Brief Primer","https://crsreports.congress.gov/product/pdf/download/LSB/LSB10362/LSB10362.pdf/","2","11/14/2019"
1144,"IF11020","11/14/2019","Introduction to the U.S. Economy: Business Investment","https://crsreports.congress.gov/product/pdf/download/IF/IF11020/IF11020.pdf/","4","11/08/2018"
1145,"IF10501","11/14/2019","Introduction to U.S. Economy: Personal Income","https://crsreports.congress.gov/product/pdf/download/IF/IF10501/IF10501.pdf/","5","11/14/2016"
1146,"IG10016","11/14/2019","Kinship Care","https://crsreports.congress.gov/product/pdf/download/IG/IG10016/IG10016.pdf/","1","11/14/2019"
1147,"R46010","11/14/2019","Net Metering: In Brief","https://crsreports.congress.gov/product/pdf/download/R/R46010/R46010.pdf/","2","11/14/2019"
1148,"R42853","11/14/2019","Nuclear Energy: Overview of Congressional Issues","https://crsreports.congress.gov/product/pdf/download/R/R42853/R42853.pdf/","19","12/12/2012"
1149,"R43637","11/14/2019","Social Security: The Lump-Sum Death Benefit","https://crsreports.congress.gov/product/pdf/download/R/R43637/R43637.pdf/","12","07/15/2014"
1150,"R45769","11/14/2019","The Impeachment Process in the House of Representatives","https://crsreports.congress.gov/product/pdf/download/R/R45769/R45769.pdf/","10","06/14/2019"
1151,"R44463","11/13/2019","Air Force B-21 Raider Long-Range Strike Bomber","https://crsreports.congress.gov/product/pdf/download/R/R44463/R44463.pdf/","9","04/14/2016"
1152,"R46003","11/13/2019","Applicability of Federal Requirements to Selected Health Coverage Arrangements","https://crsreports.congress.gov/product/pdf/download/R/R46003/R46003.pdf/","6","11/13/2019"
1153,"IF11359","11/13/2019","Applicability of Federal Requirements to Selected Health Coverage Arrangements: An Overview","https://crsreports.congress.gov/product/pdf/download/IF/IF11359/IF11359.pdf/","4","11/13/2019"
1154,"IF11264","11/13/2019","DOD's Cloud Strategy and the JEDI Cloud Procurement","https://crsreports.congress.gov/product/pdf/download/IF/IF11264/IF11264.pdf/","9","07/08/2019"
1155,"98-810","11/13/2019","Federal Employees' Retirement System: Benefits and Financing","https://crsreports.congress.gov/product/pdf/download/RL/98-810/98-810.pdf/","36","06/06/2003"
1156,"IN11197","11/13/2019","Poland Designated into Visa Waiver Program","https://crsreports.congress.gov/product/pdf/download/IN/IN11197/IN11197.pdf/","2","11/13/2019"
1157,"IF11358","11/13/2019","Presidential Directives: An Introduction","https://crsreports.congress.gov/product/pdf/download/IF/IF11358/IF11358.pdf/","2","11/13/2019"
1158,"R42565","11/13/2019","SBA New Markets Venture Capital Program","https://crsreports.congress.gov/product/pdf/download/R/R42565/R42565.pdf/","19","06/12/2012"
1159,"LSB10163","11/13/2019","The Equal Rights Amendment: Close to Adoption?","https://crsreports.congress.gov/product/pdf/download/LSB/LSB10163/LSB10163.pdf/","3","07/02/2018"
1160,"IF11357","11/12/2019","Expedited Removal of Aliens: An Introduction","https://crsreports.congress.gov/product/pdf/download/IF/IF11357/IF11357.pdf/","2","11/12/2019"
1161,"R46001","11/12/2019","Health Resources and Services Administration (HRSA) FY2020 President's Budget Request and Agency Funding History: In Brief","https://crsreports.congress.gov/product/pdf/download/R/R46001/R46001.pdf/","1","11/13/2019"
1162,"IF10557","11/12/2019","Introduction to U.S. Economy: Productivity","https://crsreports.congress.gov/product/pdf/download/IF/IF10557/IF10557.pdf/","4","12/19/2016"
1163,"R44812","11/12/2019","U.S. Strategy for Engagement in Central America: Policy Issues for Congress","https://crsreports.congress.gov/product/pdf/download/R/R44812/R44812.pdf/","14","04/12/2017"
